Room 1-1
RoomSize=597
Life Count=1
BlockPics=BlockPics/196608.png
EdgePics=EdgePics/131084.png
ExtrasPic=ExtrasPic/196617.png
StripPics=StripPics/131082.png
TilesPics=TilesPics/131074-2.png
StageName=Green Hill Fever Recreated
ActNumber=1
Music=https%3A%2F%2Farchive.org%2Fdownload%2Fsonic-mana-original-soundtrack%2F1.06%2520Green%2520Hill%2520Zone%2520Act%25201.mp3
Type=8, X=5, Y=33
Type=0, X=2, Y=285
Type=7, X=9, Y=290
Type=0, X=0, Y=291
Type=3, X=5, Y=292
Type=3, X=7, Y=292
Type=5, X=13, Y=294
Type=0, X=12, Y=296
Type=0, X=3, Y=298
Type=0, X=12, Y=300
Type=0, X=8, Y=303
Type=3, X=4, Y=307
Type=0, X=11, Y=307
Type=3, X=4, Y=309
Type=0, X=3, Y=311
Type=7, X=6, Y=311
Type=3, X=8, Y=313
Type=3, X=10, Y=313
Type=0, X=12, Y=313
Type=7, X=0, Y=314
Type=1, X=6, Y=317
Type=7, X=8, Y=320
Type=7, X=2, Y=321
Type=1, X=6, Y=324
Type=7, X=2, Y=327
Type=7, X=7, Y=327
Type=3, X=6, Y=328
Type=3, X=8, Y=328
Type=1, X=6, Y=331
Type=3, X=10, Y=332
Type=3, X=12, Y=332
Type=0, X=1, Y=335
Type=0, X=11, Y=335
Type=0, X=6, Y=339

Room 6-1
RoomSize=666
Type=8, X=7, Y=14
Type=0, X=0, Y=15
Type=0, X=3, Y=15
Type=0, X=6, Y=15
Type=0, X=9, Y=15
Type=0, X=12, Y=15
Type=7, X=4, Y=16
Type=7, X=6, Y=17
Type=7, X=4, Y=18
Type=3, X=7, Y=19
Type=0, X=1, Y=20
Type=3, X=7, Y=21
Type=0, X=1, Y=24
Type=0, X=6, Y=24
Type=3, X=13, Y=24
Type=5, X=7, Y=26
Type=3, X=13, Y=26
Type=0, X=6, Y=30
Type=0, X=12, Y=30
Type=7, X=7, Y=32
Type=3, X=13, Y=35
Type=0, X=12, Y=37
Type=0, X=5, Y=40
Type=3, X=6, Y=42
Type=3, X=6, Y=46
Type=3, X=6, Y=50
Type=3, X=6, Y=54
Type=3, X=6, Y=58
Type=6, X=6, Y=62
Type=7, X=5, Y=66
Type=4, X=9, Y=70
Type=3, X=10, Y=72
Type=3, X=10, Y=76
Type=3, X=10, Y=80
Type=3, X=10, Y=84
Type=3, X=10, Y=88
Type=6, X=10, Y=92
Type=7, X=8, Y=93
Type=3, X=6, Y=95
Type=3, X=8, Y=95
Type=0, X=9, Y=96
Type=13, X=3, Y=102
Type=7, X=6, Y=104
Type=13, X=7, Y=107
Type=1, X=12, Y=112
Type=3, X=13, Y=116
Type=1, X=7, Y=117
Type=3, X=13, Y=120
Type=13, X=0, Y=122
Type=3, X=13, Y=124
Type=3, X=3, Y=125
Type=3, X=5, Y=125
Type=1, X=8, Y=128
Type=3, X=13, Y=128
Type=7, X=4, Y=130
Type=6, X=13, Y=132
Type=1, X=0, Y=133
Type=3, X=4, Y=135
Type=3, X=6, Y=135
Type=3, X=5, Y=137
Type=1, X=4, Y=140
Type=7, X=7, Y=142
Type=3, X=8, Y=142
Type=3, X=10, Y=142
Type=4, X=12, Y=145
Type=1, X=6, Y=149
Type=3, X=6, Y=153
Type=3, X=8, Y=153
Type=0, X=6, Y=156
Type=9, X=3, Y=161
Type=9, X=7, Y=165
Type=3, X=1, Y=166
Type=3, X=3, Y=166
Type=7, X=6, Y=168
Type=9, X=6, Y=170
Type=9, X=1, Y=172
Type=9, X=6, Y=176
Type=3, X=9, Y=178
Type=3, X=11, Y=178
Type=5, X=4, Y=179
Type=9, X=7, Y=181
Type=7, X=3, Y=183
Type=1, X=1, Y=185
Type=0, X=11, Y=186
Type=14, X=10, Y=190
Type=0, X=9, Y=191
Type=0, X=4, Y=193
Type=2, X=0, Y=194
Type=3, X=5, Y=195
Type=3, X=5, Y=197
Type=3, X=11, Y=197
Type=3, X=4, Y=199
Type=3, X=11, Y=199
Type=2, X=7, Y=200
Type=3, X=13, Y=200
Type=3, X=4, Y=201
Type=3, X=13, Y=202
Type=3, X=3, Y=203
Type=3, X=3, Y=205
Type=2, X=6, Y=206
Type=4, X=12, Y=206
Type=6, X=3, Y=208
Type=2, X=1, Y=212
Type=2, X=11, Y=212
Type=3, X=6, Y=213
Type=3, X=8, Y=213
Type=3, X=7, Y=215
Type=4, X=6, Y=218
Type=3, X=1, Y=219
Type=3, X=3, Y=219
Type=2, X=11, Y=219
Type=7, X=5, Y=220
Type=3, X=2, Y=221
Type=4, X=1, Y=224
Type=2, X=1, Y=226
Type=2, X=6, Y=226
Type=3, X=11, Y=226
Type=3, X=13, Y=226
Type=3, X=12, Y=228
Type=4, X=11, Y=231
Type=1, X=6, Y=232
Type=3, X=1, Y=233
Type=3, X=3, Y=233
Type=2, X=11, Y=233
Type=3, X=2, Y=235
Type=4, X=1, Y=238
Type=2, X=6, Y=238
Type=3, X=11, Y=240
Type=3, X=13, Y=240
Type=3, X=12, Y=242
Type=7, X=6, Y=243
Type=4, X=11, Y=245
Type=13, X=7, Y=249
Type=13, X=0, Y=251
Type=7, X=6, Y=252
Type=13, X=4, Y=256
Type=3, X=8, Y=257
Type=3, X=10, Y=257
Type=13, X=7, Y=260
Type=9, X=4, Y=263
Type=3, X=8, Y=265
Type=3, X=10, Y=265
Type=9, X=7, Y=268
Type=7, X=4, Y=270
Type=9, X=7, Y=273
Type=5, X=4, Y=274
Type=1, X=3, Y=276
Type=3, X=3, Y=278
Type=3, X=5, Y=278
Type=9, X=7, Y=279
Type=1, X=3, Y=282
Type=7, X=6, Y=282
Type=1, X=11, Y=286
Type=11, X=4, Y=289
Type=7, X=7, Y=291
Type=3, X=9, Y=294
Type=3, X=11, Y=294
Type=11, X=7, Y=299
Type=5, X=12, Y=304
Type=4, X=4, Y=306
Type=0, X=11, Y=306
Type=7, X=0, Y=308
Type=7, X=7, Y=310
Type=12, X=7, Y=311
Type=0, X=0, Y=313
Type=7, X=8, Y=313
Type=3, X=13, Y=314
Type=3, X=13, Y=316
Type=0, X=5, Y=317
Type=3, X=13, Y=318
Type=9, X=0, Y=320
Type=7, X=8, Y=320
Type=3, X=13, Y=320
Type=3, X=2, Y=322
Type=3, X=4, Y=322
Type=4, X=12, Y=323
Type=3, X=3, Y=324
Type=3, X=3, Y=326
Type=3, X=5, Y=326
Type=3, X=10, Y=326
Type=3, X=4, Y=328
Type=3, X=10, Y=328
Type=3, X=4, Y=330
Type=3, X=6, Y=330
Type=3, X=10, Y=330
Type=3, X=5, Y=332
Type=3, X=10, Y=332
Type=6, X=5, Y=334
Type=4, X=9, Y=335
Type=3, X=5, Y=336
Type=3, X=13, Y=336
Type=3, X=5, Y=338
Type=3, X=13, Y=338
Type=3, X=4, Y=340
Type=0, X=12, Y=341
Type=3, X=4, Y=342
Type=3, X=12, Y=343
Type=3, X=3, Y=344
Type=3, X=12, Y=345
Type=3, X=3, Y=346
Type=3, X=11, Y=347
Type=6, X=3, Y=349
Type=3, X=11, Y=349
Type=3, X=4, Y=351
Type=3, X=10, Y=351
Type=3, X=5, Y=353
Type=3, X=10, Y=353
Type=3, X=6, Y=355
Type=3, X=9, Y=355
Type=3, X=6, Y=357
Type=3, X=8, Y=357
Type=3, X=7, Y=359
Type=3, X=7, Y=361
Type=6, X=7, Y=363
Type=4, X=6, Y=369
Type=7, X=2, Y=371
Type=7, X=8, Y=371
Type=5, X=1, Y=374
Type=0, X=6, Y=375
Type=4, X=0, Y=381
Type=4, X=12, Y=381
Type=0, X=6, Y=387

Room 6-2
RoomSize=690
Type=8, X=7, Y=14
Type=0, X=0, Y=15
Type=0, X=3, Y=15
Type=0, X=6, Y=15
Type=0, X=9, Y=15
Type=0, X=12, Y=15
Type=7, X=5, Y=17
Type=9, X=2, Y=20
Type=3, X=10, Y=20
Type=3, X=12, Y=20
Type=9, X=7, Y=23
Type=7, X=6, Y=25
Type=9, X=3, Y=27
Type=7, X=6, Y=29
Type=9, X=7, Y=31
Type=9, X=6, Y=36
Type=0, X=0, Y=40
Type=3, X=13, Y=40
Type=3, X=0, Y=42
Type=3, X=2, Y=42
Type=1, X=12, Y=43
Type=7, X=7, Y=44
Type=7, X=9, Y=44
Type=3, X=0, Y=46
Type=3, X=2, Y=46
Type=3, X=7, Y=48
Type=3, X=0, Y=50
Type=3, X=2, Y=50
Type=1, X=6, Y=51
Type=7, X=5, Y=52
Type=7, X=7, Y=52
Type=3, X=0, Y=54
Type=3, X=2, Y=54
Type=3, X=13, Y=55
Type=3, X=0, Y=58
Type=3, X=2, Y=58
Type=1, X=12, Y=58
Type=7, X=7, Y=59
Type=7, X=9, Y=59
Type=6, X=1, Y=62
Type=3, X=10, Y=62
Type=2, X=3, Y=65
Type=2, X=6, Y=65
Type=1, X=9, Y=65
Type=2, X=12, Y=65
Type=7, X=6, Y=67
Type=4, X=0, Y=70
Type=4, X=6, Y=74
Type=2, X=0, Y=76
Type=2, X=3, Y=76
Type=2, X=6, Y=76
Type=2, X=9, Y=76
Type=7, X=5, Y=79
Type=4, X=12, Y=81
Type=2, X=0, Y=84
Type=2, X=3, Y=84
Type=2, X=9, Y=84
Type=2, X=12, Y=84
Type=3, X=6, Y=88
Type=3, X=8, Y=88
Type=4, X=6, Y=91
Type=1, X=3, Y=94
Type=5, X=1, Y=95
Type=2, X=6, Y=98
Type=1, X=0, Y=100
Type=7, X=4, Y=101
Type=1, X=12, Y=102
Type=1, X=6, Y=105
Type=3, X=0, Y=108
Type=3, X=2, Y=108
Type=7, X=3, Y=109
Type=3, X=1, Y=110
Type=4, X=0, Y=115
Type=12, X=6, Y=115
Type=3, X=10, Y=120
Type=3, X=9, Y=122
Type=3, X=11, Y=122
Type=3, X=10, Y=124
Type=4, X=9, Y=127
Type=0, X=0, Y=129
Type=14, X=4, Y=132
Type=0, X=3, Y=133
Type=1, X=9, Y=136
Type=0, X=5, Y=138
Type=3, X=6, Y=140
Type=3, X=6, Y=142
Type=3, X=7, Y=144
Type=4, X=12, Y=145
Type=3, X=7, Y=146
Type=3, X=8, Y=148
Type=3, X=13, Y=148
Type=3, X=8, Y=150
Type=6, X=8, Y=152
Type=3, X=13, Y=152
Type=3, X=8, Y=154
Type=3, X=8, Y=156
Type=3, X=13, Y=156
Type=3, X=7, Y=158
Type=3, X=7, Y=160
Type=3, X=13, Y=160
Type=3, X=6, Y=162
Type=4, X=0, Y=163
Type=3, X=6, Y=164
Type=3, X=13, Y=164
Type=6, X=6, Y=167
Type=6, X=13, Y=167
Type=3, X=8, Y=169
Type=3, X=13, Y=169
Type=3, X=8, Y=171
Type=3, X=12, Y=171
Type=3, X=9, Y=173
Type=3, X=12, Y=173
Type=3, X=9, Y=175
Type=3, X=10, Y=177
Type=3, X=10, Y=179
Type=6, X=10, Y=181
Type=11, X=7, Y=185
Type=7, X=9, Y=188
Type=11, X=7, Y=191
Type=3, X=6, Y=193
Type=3, X=8, Y=193
Type=11, X=4, Y=196
Type=7, X=7, Y=199
Type=11, X=7, Y=201
Type=13, X=5, Y=205
Type=5, X=3, Y=207
Type=7, X=8, Y=207
Type=1, X=2, Y=209
Type=3, X=9, Y=210
Type=7, X=2, Y=211
Type=13, X=7, Y=213
Type=7, X=1, Y=214
Type=3, X=8, Y=216
Type=3, X=10, Y=216
Type=7, X=0, Y=217
Type=13, X=7, Y=219
Type=7, X=1, Y=220
Type=0, X=4, Y=222
Type=5, X=12, Y=224
Type=7, X=7, Y=225
Type=0, X=2, Y=226
Type=0, X=11, Y=227
Type=3, X=3, Y=228
Type=3, X=11, Y=230
Type=0, X=2, Y=231
Type=7, X=5, Y=231
Type=0, X=10, Y=233
Type=7, X=9, Y=236
Type=0, X=12, Y=238
Type=3, X=8, Y=241
Type=0, X=10, Y=243
Type=0, X=6, Y=247
Type=13, X=1, Y=252
Type=13, X=0, Y=257
Type=3, X=3, Y=262
Type=3, X=5, Y=262
Type=3, X=4, Y=264
Type=7, X=4, Y=266
Type=4, X=3, Y=269
Type=1, X=7, Y=272
Type=7, X=7, Y=275
Type=1, X=10, Y=278
Type=3, X=10, Y=283
Type=3, X=12, Y=283
Type=3, X=11, Y=285
Type=1, X=1, Y=290
Type=4, X=10, Y=290
Type=5, X=2, Y=295
Type=4, X=1, Y=302
Type=7, X=4, Y=303
Type=1, X=6, Y=308
Type=0, X=12, Y=308
Type=3, X=13, Y=310
Type=3, X=8, Y=312
Type=3, X=13, Y=312
Type=3, X=8, Y=314
Type=3, X=13, Y=314
Type=3, X=9, Y=316
Type=3, X=13, Y=316
Type=3, X=9, Y=318
Type=3, X=10, Y=320
Type=3, X=10, Y=322
Type=6, X=10, Y=324
Type=7, X=1, Y=328
Type=4, X=9, Y=331
Type=7, X=11, Y=333
Type=1, X=0, Y=334
Type=7, X=9, Y=335
Type=3, X=1, Y=336
Type=0, X=11, Y=336
Type=7, X=7, Y=337
Type=3, X=1, Y=338
Type=7, X=5, Y=339
Type=3, X=1, Y=340
Type=7, X=3, Y=341
Type=0, X=10, Y=341
Type=3, X=1, Y=342
Type=7, X=5, Y=343
Type=3, X=1, Y=344
Type=7, X=7, Y=345
Type=3, X=1, Y=346
Type=0, X=4, Y=346
Type=7, X=9, Y=347
Type=3, X=1, Y=348
Type=7, X=7, Y=349
Type=3, X=1, Y=350
Type=7, X=5, Y=351
Type=3, X=1, Y=352
Type=0, X=8, Y=352
Type=7, X=3, Y=353
Type=3, X=1, Y=354
Type=6, X=1, Y=356
Type=0, X=11, Y=356
Type=7, X=5, Y=358
Type=0, X=6, Y=360
Type=1, X=6, Y=363
Type=3, X=7, Y=365
Type=3, X=9, Y=365
Type=1, X=11, Y=365
Type=5, X=11, Y=367
Type=1, X=6, Y=368
Type=1, X=0, Y=369
Type=1, X=10, Y=371
Type=7, X=5, Y=372
Type=1, X=4, Y=374
Type=1, X=10, Y=377
Type=3, X=10, Y=380
Type=1, X=3, Y=381
Type=0, X=9, Y=383
Type=0, X=3, Y=387

Room 6-3
RoomSize=720
Type=3, X=1, Y=1
Type=3, X=13, Y=1
Type=1, X=6, Y=3
Type=0, X=0, Y=5
Type=0, X=12, Y=5
Type=3, X=1, Y=10
Type=1, X=6, Y=10
Type=3, X=13, Y=10
Type=0, X=0, Y=14
Type=0, X=12, Y=14
Type=3, X=2, Y=22
Type=3, X=5, Y=22
Type=3, X=9, Y=22
Type=3, X=12, Y=22
Type=3, X=0, Y=25
Type=3, X=4, Y=25
Type=3, X=7, Y=25
Type=3, X=10, Y=25
Type=3, X=14, Y=25
Type=3, X=3, Y=28
Type=3, X=6, Y=28
Type=3, X=8, Y=28
Type=3, X=11, Y=28
Type=3, X=5, Y=30
Type=3, X=9, Y=30
Type=3, X=7, Y=32
Type=8, X=7, Y=34
Type=0, X=0, Y=36
Type=0, X=3, Y=36
Type=0, X=6, Y=36
Type=0, X=9, Y=36
Type=0, X=12, Y=36
Type=14, X=10, Y=39
Type=0, X=9, Y=40
Type=3, X=9, Y=42
Type=13, X=4, Y=44
Type=3, X=9, Y=45
Type=13, X=6, Y=48
Type=7, X=0, Y=51
Type=3, X=8, Y=51
Type=7, X=11, Y=51
Type=7, X=0, Y=54
Type=3, X=8, Y=54
Type=7, X=11, Y=54
Type=7, X=0, Y=57
Type=3, X=8, Y=57
Type=7, X=11, Y=57
Type=7, X=0, Y=60
Type=3, X=8, Y=60
Type=7, X=11, Y=60
Type=6, X=8, Y=63
Type=7, X=0, Y=65
Type=3, X=8, Y=65
Type=7, X=11, Y=65
Type=7, X=0, Y=68
Type=3, X=8, Y=68
Type=7, X=11, Y=68
Type=7, X=0, Y=71
Type=3, X=8, Y=71
Type=7, X=11, Y=71
Type=7, X=0, Y=74
Type=3, X=8, Y=74
Type=7, X=11, Y=74
Type=6, X=8, Y=77
Type=7, X=0, Y=79
Type=3, X=8, Y=79
Type=7, X=11, Y=79
Type=7, X=0, Y=82
Type=3, X=8, Y=82
Type=7, X=11, Y=82
Type=7, X=0, Y=85
Type=3, X=8, Y=85
Type=7, X=11, Y=85
Type=7, X=0, Y=88
Type=3, X=8, Y=88
Type=7, X=11, Y=88
Type=6, X=8, Y=91
Type=7, X=3, Y=94
Type=13, X=6, Y=96
Type=7, X=7, Y=97
Type=13, X=6, Y=100
Type=7, X=6, Y=101
Type=13, X=6, Y=104
Type=7, X=7, Y=105
Type=13, X=6, Y=108
Type=7, X=6, Y=109
Type=13, X=6, Y=112
Type=7, X=7, Y=113
Type=7, X=10, Y=115
Type=11, X=4, Y=117
Type=11, X=1, Y=119
Type=11, X=8, Y=119
Type=11, X=5, Y=121
Type=3, X=7, Y=125
Type=3, X=11, Y=125
Type=3, X=7, Y=127
Type=3, X=11, Y=127
Type=3, X=7, Y=129
Type=3, X=11, Y=129
Type=6, X=8, Y=132
Type=6, X=12, Y=132
Type=3, X=8, Y=136
Type=3, X=12, Y=136
Type=3, X=8, Y=138
Type=3, X=12, Y=138
Type=3, X=9, Y=140
Type=3, X=11, Y=140
Type=6, X=10, Y=144
Type=3, X=9, Y=148
Type=7, X=1, Y=150
Type=3, X=9, Y=150
Type=7, X=1, Y=152
Type=3, X=9, Y=152
Type=7, X=1, Y=154
Type=6, X=8, Y=156
Type=3, X=7, Y=160
Type=3, X=7, Y=162
Type=3, X=7, Y=164
Type=6, X=6, Y=168
Type=3, X=7, Y=172
Type=3, X=7, Y=174
Type=3, X=7, Y=176
Type=7, X=0, Y=179
Type=3, X=4, Y=180
Type=6, X=8, Y=180
Type=7, X=0, Y=181
Type=0, X=3, Y=184
Type=14, X=13, Y=188
Type=0, X=12, Y=189
Type=0, X=8, Y=192
Type=3, X=9, Y=194
Type=3, X=11, Y=194
Type=5, X=10, Y=199
Type=3, X=9, Y=201
Type=3, X=11, Y=201
Type=6, X=10, Y=206
Type=3, X=9, Y=208
Type=3, X=11, Y=208
Type=5, X=10, Y=213
Type=3, X=10, Y=215
Type=3, X=10, Y=217
Type=6, X=10, Y=220
Type=4, X=9, Y=224
Type=7, X=3, Y=226
Type=7, X=4, Y=228
Type=5, X=7, Y=230
Type=4, X=6, Y=235
Type=7, X=9, Y=237
Type=7, X=5, Y=239
Type=3, X=9, Y=239
Type=5, X=9, Y=241
Type=4, X=8, Y=246
Type=3, X=13, Y=246
Type=7, X=3, Y=247
Type=7, X=5, Y=247
Type=7, X=4, Y=248
Type=7, X=6, Y=248
Type=7, X=3, Y=249
Type=7, X=5, Y=249
Type=3, X=9, Y=250
Type=1, X=12, Y=250
Type=1, X=8, Y=254
Type=3, X=13, Y=254
Type=3, X=9, Y=258
Type=1, X=12, Y=258
Type=1, X=8, Y=262
Type=7, X=4, Y=264
Type=7, X=9, Y=264
Type=3, X=9, Y=266
Type=5, X=9, Y=268
Type=4, X=8, Y=273
Type=7, X=4, Y=276
Type=7, X=9, Y=276
Type=5, X=9, Y=279
Type=7, X=2, Y=282
Type=4, X=8, Y=284
Type=3, X=4, Y=286
Type=7, X=7, Y=287
Type=7, X=9, Y=287
Type=1, X=3, Y=288
Type=3, X=6, Y=290
Type=7, X=3, Y=291
Type=1, X=5, Y=292
Type=3, X=4, Y=294
Type=7, X=7, Y=295
Type=7, X=9, Y=295
Type=1, X=3, Y=296
Type=3, X=6, Y=298
Type=7, X=3, Y=299
Type=1, X=5, Y=300
Type=3, X=4, Y=302
Type=3, X=8, Y=302
Type=1, X=3, Y=304
Type=7, X=5, Y=307
Type=3, X=7, Y=308
Type=4, X=11, Y=311
Type=4, X=3, Y=317
Type=3, X=9, Y=318
Type=7, X=4, Y=319
Type=1, X=8, Y=321
Type=3, X=6, Y=322
Type=1, X=5, Y=325
Type=3, X=8, Y=328
Type=3, X=8, Y=330
Type=3, X=9, Y=332
Type=3, X=9, Y=334
Type=3, X=10, Y=336
Type=3, X=10, Y=338
Type=6, X=10, Y=340
Type=3, X=10, Y=342
Type=3, X=10, Y=344
Type=3, X=9, Y=346
Type=3, X=9, Y=348
Type=3, X=8, Y=350
Type=3, X=8, Y=352
Type=6, X=8, Y=354
Type=7, X=9, Y=357
Type=1, X=7, Y=358
Type=7, X=8, Y=361
Type=1, X=9, Y=362
Type=7, X=9, Y=365
Type=1, X=7, Y=366
Type=3, X=8, Y=369
Type=3, X=8, Y=371
Type=3, X=7, Y=373
Type=3, X=7, Y=375
Type=3, X=6, Y=377
Type=3, X=6, Y=379
Type=6, X=6, Y=381
Type=7, X=3, Y=382
Type=1, X=5, Y=385
Type=3, X=6, Y=387
Type=3, X=6, Y=389
Type=3, X=7, Y=391
Type=3, X=7, Y=393
Type=3, X=8, Y=395
Type=3, X=8, Y=397
Type=6, X=8, Y=399
Type=1, X=7, Y=403
Type=0, X=2, Y=407

Room 7-1
RoomSize=630
Type=8, X=7, Y=14
Type=0, X=0, Y=15
Type=0, X=3, Y=15
Type=0, X=6, Y=15
Type=0, X=9, Y=15
Type=0, X=12, Y=15
Type=7, X=4, Y=17
Type=1, X=3, Y=20
Type=3, X=12, Y=21
Type=7, X=3, Y=24
Type=0, X=11, Y=24
Type=7, X=2, Y=27
Type=7, X=2, Y=29
Type=7, X=3, Y=32
Type=11, X=1, Y=36
Type=3, X=13, Y=40
Type=3, X=5, Y=44
Type=3, X=13, Y=44
Type=3, X=13, Y=48
Type=3, X=13, Y=52
Type=3, X=5, Y=56
Type=3, X=13, Y=56
Type=6, X=5, Y=60
Type=6, X=13, Y=60
Type=7, X=0, Y=64
Type=3, X=9, Y=64
Type=7, X=0, Y=67
Type=3, X=9, Y=68
Type=7, X=0, Y=69
Type=7, X=0, Y=72
Type=3, X=9, Y=72
Type=7, X=0, Y=75
Type=3, X=9, Y=76
Type=7, X=0, Y=78
Type=7, X=0, Y=80
Type=3, X=9, Y=80
Type=7, X=0, Y=83
Type=6, X=9, Y=84
Type=3, X=13, Y=88
Type=7, X=3, Y=91
Type=3, X=1, Y=92
Type=3, X=13, Y=92
Type=7, X=3, Y=94
Type=5, X=13, Y=94
Type=3, X=13, Y=96
Type=7, X=4, Y=97
Type=3, X=1, Y=100
Type=7, X=3, Y=100
Type=3, X=13, Y=100
Type=7, X=4, Y=103
Type=3, X=13, Y=104
Type=7, X=3, Y=106
Type=6, X=1, Y=108
Type=6, X=13, Y=108
Type=3, X=5, Y=112
Type=7, X=9, Y=115
Type=3, X=5, Y=116
Type=7, X=9, Y=117
Type=3, X=5, Y=120
Type=7, X=9, Y=120
Type=7, X=9, Y=122
Type=3, X=5, Y=124
Type=7, X=9, Y=125
Type=7, X=9, Y=127
Type=3, X=5, Y=128
Type=6, X=5, Y=132
Type=7, X=2, Y=137
Type=3, X=10, Y=137
Type=7, X=1, Y=139
Type=3, X=10, Y=140
Type=7, X=2, Y=141
Type=11, X=7, Y=144
Type=3, X=3, Y=149
Type=7, X=5, Y=151
Type=3, X=3, Y=152
Type=7, X=8, Y=154
Type=11, X=0, Y=156
Type=7, X=3, Y=160
Type=3, X=8, Y=160
Type=7, X=3, Y=162
Type=3, X=8, Y=163
Type=7, X=7, Y=166
Type=11, X=7, Y=168
Type=5, X=4, Y=172
Type=7, X=1, Y=178
Type=11, X=1, Y=180
Type=7, X=7, Y=183
Type=13, X=7, Y=185
Type=14, X=13, Y=189
Type=0, X=12, Y=190
Type=7, X=3, Y=191
Type=3, X=11, Y=191
Type=7, X=3, Y=193
Type=3, X=11, Y=193
Type=7, X=2, Y=195
Type=3, X=10, Y=195
Type=7, X=2, Y=197
Type=3, X=10, Y=197
Type=7, X=1, Y=199
Type=3, X=9, Y=199
Type=7, X=1, Y=201
Type=3, X=9, Y=201
Type=7, X=0, Y=203
Type=3, X=8, Y=203
Type=7, X=0, Y=205
Type=3, X=8, Y=205
Type=3, X=7, Y=207
Type=3, X=7, Y=209
Type=7, X=0, Y=212
Type=6, X=7, Y=212
Type=3, X=7, Y=214
Type=7, X=10, Y=216
Type=3, X=7, Y=218
Type=5, X=7, Y=220
Type=7, X=0, Y=221
Type=3, X=7, Y=222
Type=7, X=10, Y=224
Type=3, X=7, Y=226
Type=7, X=0, Y=228
Type=3, X=7, Y=230
Type=7, X=10, Y=232
Type=6, X=7, Y=234
Type=3, X=3, Y=240
Type=3, X=11, Y=240
Type=3, X=11, Y=241
Type=3, X=11, Y=244
Type=3, X=11, Y=245
Type=3, X=3, Y=248
Type=3, X=11, Y=248
Type=3, X=11, Y=252
Type=3, X=11, Y=253
Type=3, X=3, Y=256
Type=3, X=11, Y=256
Type=3, X=11, Y=257
Type=6, X=3, Y=259
Type=6, X=11, Y=259
Type=3, X=7, Y=263
Type=7, X=10, Y=265
Type=3, X=7, Y=267
Type=7, X=0, Y=269
Type=3, X=7, Y=271
Type=7, X=10, Y=273
Type=3, X=7, Y=275
Type=7, X=0, Y=277
Type=3, X=7, Y=279
Type=7, X=10, Y=280
Type=6, X=7, Y=283
Type=5, X=4, Y=286
Type=1, X=2, Y=290
Type=3, X=1, Y=292
Type=12, X=3, Y=293
Type=7, X=5, Y=295
Type=3, X=1, Y=296
Type=7, X=3, Y=297
Type=3, X=2, Y=299
Type=7, X=5, Y=299
Type=4, X=1, Y=302
Type=7, X=4, Y=303
Type=5, X=4, Y=306
Type=1, X=3, Y=310
Type=12, X=7, Y=313
Type=3, X=5, Y=315
Type=3, X=6, Y=317
Type=3, X=7, Y=319
Type=4, X=6, Y=322
Type=9, X=5, Y=326
Type=3, X=7, Y=328
Type=3, X=9, Y=328
Type=1, X=3, Y=329
Type=3, X=8, Y=330
Type=3, X=8, Y=332
Type=3, X=10, Y=332
Type=3, X=9, Y=334
Type=1, X=2, Y=335
Type=3, X=9, Y=336
Type=3, X=11, Y=336
Type=7, X=2, Y=338
Type=3, X=10, Y=338
Type=3, X=3, Y=340
Type=6, X=10, Y=340
Type=3, X=10, Y=342
Type=3, X=3, Y=344
Type=3, X=10, Y=344
Type=3, X=9, Y=346
Type=4, X=2, Y=347
Type=3, X=9, Y=348
Type=3, X=8, Y=350
Type=3, X=3, Y=352
Type=3, X=8, Y=352
Type=6, X=8, Y=355
Type=3, X=3, Y=356
Type=3, X=9, Y=357
Type=4, X=2, Y=359
Type=3, X=10, Y=359
Type=3, X=11, Y=361
Type=3, X=11, Y=363
Type=3, X=3, Y=364
Type=3, X=12, Y=365
Type=3, X=12, Y=367
Type=3, X=3, Y=368
Type=6, X=12, Y=369
Type=4, X=2, Y=371
Type=7, X=9, Y=371
Type=7, X=4, Y=374
Type=1, X=3, Y=375
Type=7, X=7, Y=378
Type=1, X=6, Y=379
Type=7, X=3, Y=382
Type=1, X=1, Y=383
Type=0, X=6, Y=387

Room 7-2
RoomSize=882
Type=8, X=7, Y=14
Type=0, X=0, Y=15
Type=0, X=3, Y=15
Type=0, X=6, Y=15
Type=0, X=9, Y=15
Type=0, X=12, Y=15
Type=7, X=4, Y=17
Type=3, X=7, Y=17
Type=7, X=2, Y=18
Type=13, X=6, Y=19
Type=7, X=1, Y=21
Type=7, X=8, Y=22
Type=13, X=2, Y=23
Type=7, X=6, Y=24
Type=9, X=7, Y=27
Type=12, X=5, Y=30
Type=7, X=0, Y=31
Type=7, X=8, Y=32
Type=7, X=6, Y=33
Type=9, X=8, Y=34
Type=12, X=3, Y=36
Type=3, X=8, Y=38
Type=7, X=4, Y=39
Type=9, X=5, Y=40
Type=12, X=0, Y=42
Type=7, X=7, Y=43
Type=3, X=5, Y=44
Type=7, X=0, Y=45
Type=9, X=1, Y=46
Type=7, X=7, Y=47
Type=12, X=6, Y=49
Type=7, X=2, Y=51
Type=7, X=8, Y=51
Type=9, X=4, Y=52
Type=7, X=2, Y=55
Type=0, X=2, Y=57
Type=0, X=10, Y=57
Type=7, X=0, Y=62
Type=3, X=3, Y=62
Type=7, X=7, Y=62
Type=3, X=11, Y=62
Type=7, X=0, Y=64
